record_id,policy_id,entry_type,correct_type,update_type,update_level,description,date_announced,date_start,date_end,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,city,type,type_sub_cat,type_text,school_status,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,index_high_est,index_med_est,index_low_est,index_country_rank,link,date_updated,recorded_date
R_1IgQ8WKl2KaXnQmCi,319149,update,original,End of Policy,NA,"South Carolina, USA: On 24th April, the government released recommendations for mask wearing in public where social distancing may not be possible.
Update: On 3rd August, the Govt released a mandate on mask wearing in public places, business and state government buildings. UPDATE: The original policy was only a recommendation. The updated policy changes compliance to mandatory and also increases the coverage of the policy.",2020-04-24,2020-04-24,2020-08-03,United States of America,USA,US,Provincial,0,South Carolina,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,South Carolina,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,Provincial/State Government,53.311948753358855,52.35757354800298,51.52892083693888,68,https://web.archive.org/web/20200424101555/https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html,2020-08-22,2020-08-22T18:21:31Z
R_2Pj1cDm14FmIp4ENA,764021,new_entry,original,NA,NA,"United States, Mississippi Governor issues an executive order suspending the expiration of all valid driver's licenses, learner's permits, intermediate licenses, firearm permits, security guard permits and ID cards set to expire between March 14, 2020 and June 30 2020. Such licenses, permits and ID cards shall instead expire on August 3, 2020.",2020-04-20,2020-04-20,2020-08-03,United States of America,USA,US,Provincial,1,Mississippi,NA,Restriction and Regulation of Government Services,General,NA,NA,United States of America,NA,NA,Mississippi,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,53.17828641065212,52.22508301595073,51.43046641388492,62,https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1474.pdf,2020-04-23,2020-04-23T14:14:58Z
R_2QXqLvMPDd2vvfUNA,4106339,update,original,Change of Policy,Strengthening,"Maryland (U.S. state) ordered residential companies (i.e. those providing water, electricity, sewage, etc services) shall not cancel services or bill customers for late fees starting April 29. 

On June 29, the policy was extended to last until August 1. UPDATE: Original end date was May 29 - extended to August 1.",2020-04-29,2020-04-29,2020-08-01,United States of America,USA,US,Provincial,0,Maryland,NA,Restriction and Regulation of Businesses,General,NA,NA,United States of America,NA,NA,Maryland,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,53.396759882919575,52.35452530470906,51.350125198179,65,https://governor.maryland.gov/wp-content/uploads/2020/04/Utility-Shutoffs-and-Late-Fees-Amended-4.29.20.pdf,2020-06-30,2020-06-30T15:30:55Z
R_4Mb0PlIVOY63d1TNA,1444037,update,original,Change of Policy,Strengthening,"Effective April 30 to July 31, all people in Alabama are encouraged to minimize travel outside the home. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-04-30,2020-10-02,United States of America,USA,US,Provincial,0,Alabama,NA,Quarantine,General,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-20,2020-07-20T00:23:58Z
R_1Q3MeStdLy9ozqjDn,1782157,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, all restaurants and bars in Alabama may offer on-premises consumption of food or drink, but must limit the party size at tables to no more than eight persons and maintain at least six feet of separation between people seated at different tables. They must disallow self-service by guests at drink stations, buffets, or salad bars. This policy was extended through July 3 and now July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,Restaurants,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-26,2020-07-26T04:47:19Z
R_1Q3MeStdLy9ozqjAi,1782157,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, all restaurants and bars in Alabama may offer on-premises consumption of food or drink, but must limit the party size at tables to no more than eight persons and maintain at least six feet of separation between people seated at different tables. They must disallow self-service by guests at drink stations, buffets, or salad bars. This policy was extended through July 3 and now July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,Bars,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-26,2020-07-26T04:47:19Z
R_TcSqnKyOFJar9ERDt,1824387,update,original,Change of Policy,Strengthening,"Effective April 30 through May 15, retail stores in Alabama shall take reasonable steps to comply with guidelines on sanitation from the Centers for Disease Control and Prevention (CDC) and the Alabama Department of Public Health. This policy was extended through May 22, July 3, and now July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,Retail Businesses,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-25,2020-07-25T03:47:13Z
R_BLfGjb6YHJxcJJ7Bo,1866757,update,original,Change of Policy,Strengthening,"Effective May 11 through July 31, all non-work related gatherings of any size that cannot maintain a consistent six-foot distance between persons from different households are prohibited in Alabama. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-05-11,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-20,2020-07-20T00:41:38Z
R_qUBNDqREqE9fsuBBo,1866757,update,correction,NA,Strengthening,"Effective May 11 through May 22, all non-work related gatherings of any size that cannot maintain a consistent six-foot distance between persons from different households are prohibited in Alabama. This policy was extended through July 3 and now through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-26,2020-07-26T05:17:29Z
R_7QlnPXAy0gMhi2RCk,1909402,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, employees of athletic facilities in Alabama shall not knowingly allow patrons or guests to congregate within six feet of a person from another household. Athletic facilities must limit facility occupancy to 50 percent of the normal occupancy load and prohibit patrons and guests from accessing showers, hot tubs, steam rooms, lockers, saunas, and other recreational water or spa facilities. This policy was extended through July 3 and now through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-25,2020-07-25T04:37:23Z
R_1dhntOZV359HkT7NA,195619,new_entry,original,NA,NA,"On Monday, July 6 Arkansas announced that the testing goal will be increased to 200,000 tests for the month.

Previously, Hutchinson announced on Wednesday, June 24, that the state was aiming to perform 180,000 tests in July.",2020-07-06,2020-07-06,2020-07-31,United States of America,USA,US,Provincial,0,Arkansas,NA,Health Testing,General,NA,NA,United States of America,NA,NA,Arkansas,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://armoneyandpolitics.com/officials-revise-july-testing-goal-bumping-it-up-to-200k/,2020-07-08,2020-07-08T16:54:55Z
R_3JyYh1fpNNzPK0SNA,2599563,update,original,Change of Policy,Both Strengthening and Relaxing,"Effective March 20 through April 6, all Hospitals and Nursing Home/Long Term Care Facilities in Alabama shall prohibit visitation of all visitors. This policy was extended through April 17, April 30, May 15, May 22, July 3, and July 31 and Hospitals and Nursing Home/Long Term Care Facilities were recommended to limit the entrance of visitors. UPDATE: Effective July 3 through July 31, all Hospitals and Nursing Home/Long Term Care Facilities in Alabama shall limit the entrance of visitors.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Quarantine,General,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://alabamapublichealth.gov/legal/assets/order-publicgathering-032020.pdf,2020-07-31,2020-07-31T18:28:21Z
R_1GkR9eGVOPRgtmVAd,2672349,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, the operator of any business open to the public shall take reasonable steps, where practicable, to protect their customers by maintaining six feet of separation between such persons (except for those persons who share the same household) and regularly disinfecting frequently used items and surfaces. This policy was extended through July 3 and again through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-07-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,All or unspecified essential businesses,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-25,2020-07-25T03:37:42Z
R_1mkI0DfwKx8CQiFEk,3021617,update,original,Change of Policy,Strengthening,"US State Michigan regulates public govt. services and allows public bodies to meet remotely on May 6, until June 30

Update: The policy has been extended to July 30 on June 18. UPDATE: The original restriction of governmental services was set to last until June 30, it has been extended to July 30.",2020-05-06,2020-05-06,2020-07-31,United States of America,USA,US,Provincial,0,Michigan,NA,Restriction and Regulation of Government Services,Unspecified public facilities,NA,NA,United States of America,NA,NA,Michigan,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,Municipal Government,NA,NA,NA,NA,"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-528400--,00.html",2020-07-06,2020-07-06T15:57:46Z
R_2rMzGwV3WGKMsTbCi,3046855,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, employees of close-contact service providers in Alabama shall wear a mask while providing services within 6 feet of a client. This policy was extended through July 3 and now through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-25,2020-07-25T04:24:03Z
R_1igv9XDAFff66GtCk,3061692,update,original,Change of Policy,Strengthening,"Effective May 23 through July 3, employees of day and overnight youth summer camps in Alabama shall not knowingly allow campers or guests to congregate within six feet of a person from another household. Camps shall take reasonable steps to regularly disinfect frequently used items and surfaces. This policy was extended through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-26,2020-07-26T03:45:25Z
R_1DONwv6WcHgpbR2Cq,3461740,update,original,Change of Policy,Strengthening,"Effective April 30 through May 15, dental, medical, or surgical procedures may proceed in Alabama unless the State Health Officer determines that performing such procedures would unacceptably reduce access to personal protective equipment or other resources necessary to diagnose and treat COVID-19. This policy was extended through May 22, July 3, and now July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Health Resources,Personal Protective Equipment,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/04/Safer-At-Home-Order-Signed-4.28.20.pdf,2020-07-26,2020-07-26T04:06:29Z
R_1FCCJ6bzzcFNBC6Bn,3670176,new_entry,original,NA,NA,Governor Kelly signs a new executive order suspending the age restriction of the online driver's license renewal application.,2020-06-15,2020-06-15,2020-07-31,United States of America,USA,US,Provincial,1,Kansas,NA,Restriction and Regulation of Government Services,Issuing of permits/certificates and/or processing of government documents,NA,NA,United States of America,NA,NA,Kansas,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://governor.kansas.gov/wp-content/uploads/2020/06/EO-20-46-Signed.pdf,2020-06-22,2020-06-22T22:41:20Z
R_2R3AH6kLB4Il9CjCi,3965989,update,original,Change of Policy,Strengthening,"Effective May 22 through July 3, employees of entertainment venues in Alabama shall wear a mask while in regular interaction with clients or guests. This policy was extended through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-25,2020-07-25T04:46:51Z
R_3qjvTbTnelTFTnMCi,4180955,update,correction,NA,Strengthening,"Effective April 30 to May 15, all people in Alabama are encouraged to wear face coverings around people from other households when it is necessary to leave the home. This policy was extended to May 22, July 3, and now July 31. UPDATE: The policy was extended from May 22 to July 3.",2020-06-30,2020-07-03,2020-10-02,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-26,2020-07-26T05:24:34Z
R_3hitBLvkOnY2JopCi,4180955,update,original,Change of Policy,Strengthening,"Effective April 30 to May 15, all people in Alabama are encouraged to wear face coverings around people from other households when it is necessary to leave the home. This policy was extended to May 22, July 3, and July 31, and on July 16, wearing a face covering became required. UPDATE: Wearing masks became a requirement.",2020-07-15,2020-07-16,2020-10-02,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-31,2020-07-31T19:32:29Z
R_3nvHdSVHqK2T9cEAd,5020737,new_entry,original,NA,NA,"Effective July 16 through July 31, the operator of any business in Alabama open to the public shall take reasonable steps, where practicable, to protect their customers by encouraging the use of masks, maintaining six feet of separation between such persons (except for those persons who share the same household), and regularly disinfecting frequently used items and surfaces",2020-07-15,2020-07-16,2020-08-31,United States of America,USA,US,Provincial,1,Alabama,NA,Restriction and Regulation of Businesses,All or unspecified essential businesses,NA,NA,United States of America,NA,NA,Alabama,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-071520.pdf,2020-07-31,2020-07-31T19:13:55Z
R_U9nvZQ6201T9RiVCi,5202736,update,original,Change of Policy,Strengthening,"Effective May 23 through July 3, employees of facilities providing child day care in Alabama shall wear a mask while in regular interaction with students or guests. This policy was extended through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-26,2020-07-26T03:44:07Z
R_1g6llF85i8yPMyTCi,6167735,update,original,Change of Policy,Strengthening,"Effective June 1 through July 3, employees of all schools in Alabama, public and private, shall wear a mask when in regular interaction within six feet of a person from a different household. This policy was extended through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-26,2020-07-26T03:37:19Z
R_3ENeuj1HFc3mzhMDt,6349766,update,original,Change of Policy,Strengthening,"Effective April 30 through May 15, employees of retail stores in Alabama may not knowingly allow customers or patrons to congregate within six feet of a person from another household. This policy was extended through May 22, July 3, and now July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,Retail Businesses,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-25,2020-07-25T03:45:21Z
R_skhTEOv5ZXw4h7XAd,6669060,new_entry,original,NA,NA,"Effective July 16 through July 31, all employers in Alabama shall encourage the use of masks, maintain six feet of separation between employees, and regularly disinfect frequently used items and surfaces.",2020-07-15,2020-07-16,2020-08-31,United States of America,USA,US,Provincial,1,Alabama,NA,Restriction and Regulation of Businesses,All or unspecified essential businesses,NA,NA,United States of America,NA,NA,Alabama,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-071520.pdf,2020-07-31,2020-07-31T19:05:58Z
R_1NED6OLcoX9MKxbNA,6755070,new_entry,original,NA,NA,"United States, North Dakota Governor issues an executive order suspends annual inspections of buildings, grounds and equipment for psychiatric residential treatment facilities for 120 days. Begins April 2.",2020-04-13,2020-04-02,2020-07-31,United States of America,USA,US,Provincial,1,North Dakota,NA,Restriction and Regulation of Government Services,General,NA,NA,United States of America,NA,NA,North Dakota,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Other (Please specify in the text box)",52.81663278322325,51.98982656256438,51.317712668323026,59,https://www.governor.nd.gov/sites/www/files/documents/executive-orders/Executive%20Order%202020-28%20Burgum%20Allows%20Changes%20to%20Facilities%2C%20Programs%20for%20Vulnerable%20Youth.pdf,2020-04-24,2020-04-24T13:44:12Z
R_1jva7QofLnHM4ZjAj,6831223,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, anyone using the beaches in Alabama must maintain a consistent six-foot distance between himself or herself and all persons from a different household. This policy was extended through July 3 and now July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Government Services,Beaches,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-31,2020-07-31T17:48:56Z
R_2vlkNSJnyTOeoqCCp,6838382,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, employees of close-contact service providers shall not knowingly allow clients or persons accompanying a client to congregate within six feet of a person from another household and wash their hands thoroughly with soap and water before providing services within 6 feet of a client. This policy was extended through July 3 and now through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons),NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-25,2020-07-25T04:14:25Z
R_2ANdOWVoSMVYOIICp,6838382,update,correction,NA,Strengthening,"Effective May 11 through May 22, employees of close-contact service providers shall not knowingly allow clients or persons accompanying a client to congregate within six feet of a person from another household and wash their hands thoroughly with soap and water before providing services within 6 feet of a client. This policy was extended through July 3 and now through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,1,Alabama,NA,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons),NA,NA,United States of America,NA,NA,Alabama,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-25,2020-07-25T04:16:05Z
R_1QGzryPKTLx4rrmDz,6924217,update,original,Change of Policy,Strengthening,"The Governor of Michigan announced that the Michigan National Guard will assist the Federal Emergency Management Agency (FEMA) with logistics support to establish a Federal Medical Station 
Update: the health resource policy has been extended until July 31, on May 28. UPDATE: The original health resource policy was set to last until June 24, it has been extended to July 31.",2020-05-28,2020-04-01,2020-07-31,United States of America,USA,US,Provincial,0,Michigan,NA,Health Resources,Temporary Medical Centers,NA,NA,United States of America,A geographical or administrative unit within a country,NA,Michigan,NA,NA,13,NA,Not Applicable,Mandatory with Legal Penalties (Jail Time),"National Government,Provincial/State Government,Other (Please specify in the text box)",52.76384998262371,51.95339730168244,51.30933012999394,61,"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-523866--,00.html",2020-07-05,2020-07-05T12:25:30Z
R_1DuoputctQiCjGMCk,7392405,update,original,Change of Policy,Strengthening,"Effective May 22 through July 3, employees of entertainment venues in Alabama shall not knowingly allow patrons or guests to congregate within six feet of a person from another household. Entertainment venues shall limit occupancy to 50 percent of the normal occupancy load and regularly disinfect frequently used items and surfaces. This policy was extended through July 31. UPDATE: The policy was extended through July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-25,2020-07-25T04:45:29Z
R_2tL8gQKnOTetXULCi,7675861,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, employees of restaurants and bars in Alabama shall wear a mask while in regular interaction with patrons or guests. This policy was extended through July 3 and now July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-26,2020-07-26T04:51:06Z
R_1Cv8w36KsYxGtpiCi,8910624,update,original,Change of Policy,Strengthening,"Effective May 11 through May 22, employees of athletic facilities shall wear a mask while in regular interaction with clients or guests. This policy was extended through July 3 and now through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf,2020-07-25,2020-07-25T04:31:27Z
R_3kQcwNssq5C3FHXCi,9370430,update,original,Change of Policy,Strengthening,"Effective May 23 through July 3, employees of day and overnight youth summer camps in Alabama shall wear a mask when in regular interaction with campers and guests. This policy was extended through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-26,2020-07-26T03:46:39Z
R_2PveMGzDYEpMykCBo,9624027,update,original,Change of Policy,Strengthening,"Effective June 15 through July 3, participation in team athletic activities may proceed. Players, coaches, officials, and spectators shall not congregate within 6 feet of a person from another household except to the extent necessary and wear a mask except when directly participating in the athletic activity. This policy was extended through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Keeping a distance of at least 6 feet or 1.5 meters apart,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-25,2020-07-25T04:49:47Z
R_2PveMGzDYEpMykCCi,9624027,update,original,Change of Policy,Strengthening,"Effective June 15 through July 3, participation in team athletic activities may proceed. Players, coaches, officials, and spectators shall not congregate within 6 feet of a person from another household except to the extent necessary and wear a mask except when directly participating in the athletic activity. This policy was extended through July 31. UPDATE: The policy was extended from July 3 to July 31.",2020-06-30,2020-07-03,2020-08-31,United States of America,USA,US,Provincial,0,Alabama,NA,Mask Restrictions,Other Mask Wearing Policy,NA,NA,United States of America,NA,NA,Alabama,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",NA,NA,NA,NA,https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,2020-07-25,2020-07-25T04:49:47Z
